attendance,away_team,away_team_errors,away_team_hits,away_team_runs,boxscore_url,date,field_type,game_duration,game_type,home_team,home_team_errors,home_team_hits,home_team_runs,start_time,venue
21466,Texas Rangers,1,10,5,https://www.baseball-reference.com/boxes/MIN/MIN201607020.shtml,"Saturday, July 2, 2016",,3:06,"Day Game, on grass",Minnesota Twins,0,13,17,Start Time: 1:10 p.m. Local,Target Field
35116,Chicago White Sox,1,13,7,https://www.baseball-reference.com/boxes/HOU/HOU201607020.shtml,"Saturday, July 2, 2016",,3:09,"Day Game, on grass",Houston Astros,0,7,6,Start Time: 3:10 p.m. Local,Minute Maid Park
36552,Los Angeles Angels of Anaheim,1,22,21,https://www.baseball-reference.com/boxes/BOS/BOS201607020.shtml,"Saturday, July 2, 2016",,3:38,"Night Game, on grass",Boston Red Sox,4,8,2,Start Time: 7:16 p.m. Local,Fenway Park
23448,Miami Marlins,1,7,1,https://www.baseball-reference.com/boxes/ATL/ATL201607020.shtml,"Saturday, July 2, 2016",,2:28,"Day Game, on grass",Atlanta Braves,0,9,9,Start Time: 4:10 p.m. Local,Turner Field
30683,San Francisco Giants,0,7,5,https://www.baseball-reference.com/boxes/ARI/ARI201607020.shtml,"Saturday, July 2, 2016",,2:55,"Night Game, on grass",Arizona Diamondbacks,1,9,6,Start Time: 7:10 p.m. Local,Chase Field
27631,Cincinnati Reds,0,11,2,https://www.baseball-reference.com/boxes/WAS/WAS201607010.shtml,"Friday, July 1, 2016",,4:30,"Night Game, on grass",Washington Nationals,0,10,3,Start Time: 6:40 p.m. Local,Nationals Park
45825,Cleveland Indians,0,15,2,https://www.baseball-reference.com/boxes/TOR/TOR201607010.shtml,"Friday, July 1, 2016",,6:13,"Day Game, on turf",Toronto Blue Jays,2,11,1,Start Time: 1:20 p.m. Local,Rogers Centre
13537,Detroit Tigers,0,14,10,https://www.baseball-reference.com/boxes/TBA/TBA201607010.shtml,"Friday, July 1, 2016",,3:06,"Night Game, on turf",Tampa Bay Rays,2,4,2,Start Time: 7:11 p.m. Local,Tropicana Field
42987,Milwaukee Brewers,2,4,1,https://www.baseball-reference.com/boxes/SLN/SLN201607010.shtml,"Friday, July 1, 2016",,2:47,"Night Game, on grass",St. Louis Cardinals,2,11,7,Start Time: 7:15 p.m. Local,Busch Stadium III
33006,Baltimore Orioles,0,5,2,https://www.baseball-reference.com/boxes/SEA/SEA201607010.shtml,"Friday, July 1, 2016",,2:35,"Night Game, on grass",Seattle Mariners,1,10,5,Start Time: 7:10 p.m. Local,Safeco Field
41321,New York Yankees,1,7,6,https://www.baseball-reference.com/boxes/SDN/SDN201607010.shtml,"Friday, July 1, 2016",,3:12,"Night Game, on grass",San Diego Padres,1,8,7,Start Time: 7:42 p.m. Local,Petco Park
30263,Kansas City Royals,2,8,3,https://www.baseball-reference.com/boxes/PHI/PHI201607010.shtml,"Friday, July 1, 2016",,3:06,"Night Game, on grass",Philadelphia Phillies,0,12,4,Start Time: 7:09 p.m. Local,Citizens Bank Park
15710,Pittsburgh Pirates,1,8,7,https://www.baseball-reference.com/boxes/OAK/OAK201607010.shtml,"Friday, July 1, 2016",,2:45,"Night Game, on grass",Oakland Athletics,0,4,3,Start Time: 7:07 p.m. Local,Oakland-Alameda County Coliseum
34294,Chicago Cubs,0,6,2,https://www.baseball-reference.com/boxes/NYN/NYN201607010.shtml,"Friday, July 1, 2016",,2:56,"Night Game, on grass",New York Mets,0,12,10,Start Time: 7:21 p.m. Local,Citi Field
25530,Texas Rangers,0,8,3,https://www.baseball-reference.com/boxes/MIN/MIN201607010.shtml,"Friday, July 1, 2016",,3:04,"Night Game, on grass",Minnesota Twins,0,7,2,Start Time: 7:10 p.m. Local,Target Field
43644,Colorado Rockies,0,3,0,https://www.baseball-reference.com/boxes/LAN/LAN201607010.shtml,"Friday, July 1, 2016",,2:53,"Night Game, on grass",Los Angeles Dodgers,0,9,5,Start Time: 7:11 p.m. Local,Dodger Stadium
31965,Chicago White Sox,1,5,0,https://www.baseball-reference.com/boxes/HOU/HOU201607010.shtml,"Friday, July 1, 2016",,2:58,"Night Game, on grass",Houston Astros,0,6,5,Start Time: 7:11 p.m. Local,Minute Maid Park
37117,Los Angeles Angels of Anaheim,0,12,4,https://www.baseball-reference.com/boxes/BOS/BOS201607010.shtml,"Friday, July 1, 2016",,3:36,"Night Game, on grass",Boston Red Sox,0,16,5,Start Time: 7:09 p.m. Local,Fenway Park
32036,Miami Marlins,1,17,7,https://www.baseball-reference.com/boxes/ATL/ATL201607010.shtml,"Friday, July 1, 2016",,4:05,"Night Game, on grass",Atlanta Braves,0,11,5,Start Time: 7:38 p.m. Local,Turner Field
24859,San Francisco Giants,1,10,6,https://www.baseball-reference.com/boxes/ARI/ARI201607010.shtml,"Friday, July 1, 2016",,2:52,"Night Game, on grass",Arizona Diamondbacks,0,9,4,Start Time: 6:40 p.m. Local,Chase Field
29386,Cincinnati Reds,0,9,4,https://www.baseball-reference.com/boxes/WAS/WAS201606300.shtml,"Thursday, June 30, 2016",,3:07,"Night Game, on grass",Washington Nationals,0,11,13,Start Time: 7:06 p.m. Local,Nationals Park
41365,Cleveland Indians,0,10,4,https://www.baseball-reference.com/boxes/TOR/TOR201606300.shtml,"Thursday, June 30, 2016",,2:33,"Night Game, on turf",Toronto Blue Jays,0,3,1,Start Time: 7:08 p.m. Local,Rogers Centre
10729,Detroit Tigers,1,11,10,https://www.baseball-reference.com/boxes/TBA/TBA201606300.shtml,"Thursday, June 30, 2016",,3:25,"Night Game, on turf",Tampa Bay Rays,0,14,7,Start Time: 7:10 p.m. Local,Tropicana Field
44802,Kansas City Royals,0,7,4,https://www.baseball-reference.com/boxes/SLN/SLN201606300.shtml,"Thursday, June 30, 2016",,2:50,"Night Game, on grass",St. Louis Cardinals,3,3,2,Start Time: 6:15 p.m. Local,Busch Stadium III
23715,Baltimore Orioles,1,8,3,https://www.baseball-reference.com/boxes/SEA/SEA201606300.shtml,"Thursday, June 30, 2016",,3:06,"Night Game, on grass",Seattle Mariners,0,9,5,Start Time: 7:10 p.m. Local,Safeco Field
36067,San Francisco Giants,1,14,12,https://www.baseball-reference.com/boxes/OAK/OAK201606300.shtml,"Thursday, June 30, 2016",,3:43,"Night Game, on grass",Oakland Athletics,0,10,6,Start Time: 7:07 p.m. Local,Oakland-Alameda County Coliseum
40122,Chicago Cubs,1,9,3,https://www.baseball-reference.com/boxes/NYN/NYN201606300.shtml,"Thursday, June 30, 2016",,3:22,"Night Game, on grass",New York Mets,0,6,4,Start Time: 7:10 p.m. Local,Citi Field
39934,Texas Rangers,0,4,1,https://www.baseball-reference.com/boxes/NYA/NYA201606300.shtml,"Thursday, June 30, 2016",,3:12,"Day Game, on grass",New York Yankees,0,5,2,Start Time: 1:10 p.m. Local,Yankee Stadium III
33029,Los Angeles Dodgers,2,14,8,https://www.baseball-reference.com/boxes/MIL/MIL201606300.shtml,"Thursday, June 30, 2016",,3:19,"Day Game, on grass",Milwaukee Brewers,0,4,1,Start Time: 1:11 p.m. Local,Miller Park
26158,Minnesota Twins,1,8,5,https://www.baseball-reference.com/boxes/CHA/CHA201606300.shtml,"Thursday, June 30, 2016",,3:03,"Day Game, on grass",Chicago White Sox,0,12,6,Start Time: 1:10 p.m. Local,U.S. Cellular Field
16097,Miami Marlins,1,7,5,https://www.baseball-reference.com/boxes/ATL/ATL201606300.shtml,"Thursday, June 30, 2016",,3:33,"Night Game, on grass",Atlanta Braves,1,14,8,Start Time: 7:10 p.m. Local,Turner Field
33386,New York Mets,1,6,2,https://www.baseball-reference.com/boxes/WAS/WAS201606290.shtml,"Wednesday, June 29, 2016",,3:01,"Night Game, on grass",Washington Nationals,0,5,4,Start Time: 7:10 p.m. Local,Nationals Park
24110,Boston Red Sox,0,5,0,https://www.baseball-reference.com/boxes/TBA/TBA201606290.shtml,"Wednesday, June 29, 2016",,2:49,"Day Game, on turf",Tampa Bay Rays,1,9,4,Start Time: 12:10 p.m. Local,Tropicana Field
36683,Houston Astros,1,12,10,https://www.baseball-reference.com/boxes/ANA/ANA201606290.shtml,"Wednesday, June 29, 2016",,3:18,"Day Game, on grass",Los Angeles Angels of Anaheim,2,11,4,Start Time: 12:38 p.m. Local,Angel Stadium of Anaheim
29918,New York Mets,0,5,0,https://www.baseball-reference.com/boxes/WAS/WAS201606280.shtml,"Tuesday, June 28, 2016",,2:47,"Night Game, on grass",Washington Nationals,0,7,5,Start Time: 8:00 p.m. Local,Nationals Park
16986,Boston Red Sox,0,11,8,https://www.baseball-reference.com/boxes/TBA/TBA201606280.shtml,"Tuesday, June 28, 2016",,3:11,"Night Game, on turf",Tampa Bay Rays,0,6,2,Start Time: 7:10 p.m. Local,Tropicana Field
41730,Oakland Athletics,0,12,13,https://www.baseball-reference.com/boxes/SFN/SFN201606280.shtml,"Tuesday, June 28, 2016",,3:53,"Night Game, on grass",San Francisco Giants,1,18,11,Start Time: 7:16 p.m. Local,AT&T Park
24836,Pittsburgh Pirates,1,7,2,https://www.baseball-reference.com/boxes/SEA/SEA201606280.shtml,"Tuesday, June 28, 2016",,2:53,"Night Game, on grass",Seattle Mariners,1,12,5,Start Time: 7:10 p.m. Local,Safeco Field
31515,Baltimore Orioles,1,17,11,https://www.baseball-reference.com/boxes/SDN/SDN201606280.shtml,"Tuesday, June 28, 2016",,3:08,"Night Game, on grass",San Diego Padres,1,8,7,Start Time: 7:10 p.m. Local,Petco Park
32373,Texas Rangers,0,11,7,https://www.baseball-reference.com/boxes/NYA/NYA201606280.shtml,"Tuesday, June 28, 2016",,2:37,"Night Game, on grass",New York Yankees,0,8,1,Start Time: 7:08 p.m. Local,Yankee Stadium III
33819,Los Angeles Dodgers,1,12,6,https://www.baseball-reference.com/boxes/MIL/MIL201606280.shtml,"Tuesday, June 28, 2016",,3:25,"Night Game, on grass",Milwaukee Brewers,2,4,5,Start Time: 7:11 p.m. Local,Miller Park
32909,St. Louis Cardinals,1,9,8,https://www.baseball-reference.com/boxes/KCA/KCA201606280.shtml,"Tuesday, June 28, 2016",,2:50,"Night Game, on grass",Kansas City Royals,1,11,4,Start Time: 7:14 p.m. Local,Kauffman Stadium
30808,Miami Marlins,0,16,5,https://www.baseball-reference.com/boxes/DET/DET201606280.shtml,"Tuesday, June 28, 2016",,3:00,"Night Game, on grass",Detroit Tigers,3,9,7,Start Time: 7:10 p.m. Local,Comerica Park
33917,Toronto Blue Jays,1,18,14,https://www.baseball-reference.com/boxes/COL/COL201606280.shtml,"Tuesday, June 28, 2016",,3:51,"Night Game, on grass",Colorado Rockies,4,14,9,Start Time: 9:21 p.m. Local,Coors Field
35999,Chicago Cubs,1,9,7,https://www.baseball-reference.com/boxes/CIN/CIN201606280.shtml,"Tuesday, June 28, 2016",,4:43,"Night Game, on grass",Cincinnati Reds,1,8,2,Start Time: 7:10 p.m. Local,Great American Ball Park
22072,Minnesota Twins,1,7,4,https://www.baseball-reference.com/boxes/CHA/CHA201606280.shtml,"Tuesday, June 28, 2016",,2:51,"Night Game, on grass",Chicago White Sox,0,6,0,Start Time: 7:10 p.m. Local,U.S. Cellular Field
