attendance,away_team,away_team_errors,away_team_hits,away_team_runs,boxscore_url,date,field_type,game_duration,game_type,home_team,home_team_errors,home_team_hits,home_team_runs,start_time,venue
18169,New York Mets,0,10,5,https://www.baseball-reference.com/boxes/CIN/CIN201609050.shtml,"Monday, September 5, 2016",,3:05,"Day Game, on grass",Cincinnati Reds,0,8,0,Start Time: 1:10 p.m. Local,Great American Ball Park
18653,Detroit Tigers,0,9,5,https://www.baseball-reference.com/boxes/CHA/CHA201609050.shtml,"Monday, September 5, 2016",,3:56,"Day Game, on grass",Chicago White Sox,1,10,3,Start Time: 3:11 p.m. Local,U.S. Cellular Field
46025,Houston Astros,0,11,7,https://www.baseball-reference.com/boxes/TEX/TEX201609040.shtml,"Sunday, September 4, 2016",,3:22,"Day Game, on grass",Texas Rangers,1,11,6,Start Time: 2:08 p.m. Local,Globe Life Park in Arlington
13884,Toronto Blue Jays,0,10,5,https://www.baseball-reference.com/boxes/TBA/TBA201609040.shtml,"Sunday, September 4, 2016",,3:18,"Day Game, on turf",Tampa Bay Rays,0,8,3,Start Time: 1:11 p.m. Local,Tropicana Field
24033,Los Angeles Angels of Anaheim,0,10,4,https://www.baseball-reference.com/boxes/SEA/SEA201609040.shtml,"Sunday, September 4, 2016",,3:00,"Day Game, on grass",Seattle Mariners,0,8,2,Start Time: 1:10 p.m. Local,Safeco Field
25318,Milwaukee Brewers,0,11,10,https://www.baseball-reference.com/boxes/PIT/PIT201609040.shtml,"Sunday, September 4, 2016",,3:10,"Day Game, on grass",Pittsburgh Pirates,2,6,0,Start Time: 1:38 p.m. Local,PNC Park
21322,Atlanta Braves,0,8,2,https://www.baseball-reference.com/boxes/PHI/PHI201609040.shtml,"Sunday, September 4, 2016",,3:14,"Day Game, on grass",Philadelphia Phillies,0,5,0,Start Time: 1:38 p.m. Local,Citizens Bank Park
25139,Boston Red Sox,2,6,0,https://www.baseball-reference.com/boxes/OAK/OAK201609040.shtml,"Sunday, September 4, 2016",,2:39,"Day Game, on grass",Oakland Athletics,1,2,1,Start Time: 1:07 p.m. Local,Oakland-Alameda County Coliseum
30257,Washington Nationals,0,9,1,https://www.baseball-reference.com/boxes/NYN/NYN201609040.shtml,"Sunday, September 4, 2016",,2:59,"Night Game, on grass",New York Mets,0,9,5,Start Time: 8:08 p.m. Local,Citi Field
22595,Chicago White Sox,0,16,13,https://www.baseball-reference.com/boxes/MIN/MIN201609040.shtml,"Sunday, September 4, 2016",,4:46,"Day Game, on grass",Minnesota Twins,3,18,11,Start Time: 1:11 p.m. Local,Target Field
46441,San Diego Padres,0,7,4,https://www.baseball-reference.com/boxes/LAN/LAN201609040.shtml,"Sunday, September 4, 2016",,3:09,"Day Game, on grass",Los Angeles Dodgers,1,9,7,Start Time: 1:10 p.m. Local,Dodger Stadium
34616,Detroit Tigers,0,13,6,https://www.baseball-reference.com/boxes/KCA/KCA201609040.shtml,"Sunday, September 4, 2016",,3:19,"Day Game, on grass",Kansas City Royals,0,7,5,Start Time: 1:17 p.m. Local,Kauffman Stadium
31981,Arizona Diamondbacks,1,10,8,https://www.baseball-reference.com/boxes/COL/COL201609040.shtml,"Sunday, September 4, 2016",,3:20,"Day Game, on grass",Colorado Rockies,0,11,5,Start Time: 2:10 p.m. Local,Coors Field
25910,Miami Marlins,0,11,5,https://www.baseball-reference.com/boxes/CLE/CLE201609040.shtml,"Sunday, September 4, 2016",,3:43,"Day Game, on grass",Cleveland Indians,2,10,6,Start Time: 4:11 p.m. Local,Progressive Field
26985,St. Louis Cardinals,0,5,5,https://www.baseball-reference.com/boxes/CIN/CIN201609040.shtml,"Sunday, September 4, 2016",,2:56,"Day Game, on grass",Cincinnati Reds,2,11,2,Start Time: 1:11 p.m. Local,Great American Ball Park
41293,San Francisco Giants,0,4,2,https://www.baseball-reference.com/boxes/CHN/CHN201609040.shtml,"Sunday, September 4, 2016",,4:23,"Day Game, on grass",Chicago Cubs,1,10,3,Start Time: 1:22 p.m. Local,Wrigley Field
31161,New York Yankees,0,7,5,https://www.baseball-reference.com/boxes/BAL/BAL201609040.shtml,"Sunday, September 4, 2016",,3:17,"Day Game, on grass",Baltimore Orioles,1,6,2,Start Time: 1:38 p.m. Local,Oriole Park at Camden Yards
35538,Houston Astros,0,11,4,https://www.baseball-reference.com/boxes/TEX/TEX201609030.shtml,"Saturday, September 3, 2016",,3:27,"Day Game, on grass",Texas Rangers,0,16,12,Start Time: 3:09 p.m. Local,Globe Life Park in Arlington
14353,Toronto Blue Jays,0,6,5,https://www.baseball-reference.com/boxes/TBA/TBA201609030.shtml,"Saturday, September 3, 2016",,3:06,"Night Game, on turf",Tampa Bay Rays,0,13,7,Start Time: 6:10 p.m. Local,Tropicana Field
20357,Los Angeles Angels of Anaheim,0,15,10,https://www.baseball-reference.com/boxes/SEA/SEA201609030.shtml,"Saturday, September 3, 2016",,2:54,"Night Game, on grass",Seattle Mariners,1,9,3,Start Time: 6:10 p.m. Local,Safeco Field
26637,Milwaukee Brewers,1,14,7,https://www.baseball-reference.com/boxes/PIT/PIT201609030.shtml,"Saturday, September 3, 2016",,3:45,"Night Game, on grass",Pittsburgh Pirates,0,9,4,Start Time: 7:07 p.m. Local,PNC Park
19453,Atlanta Braves,1,9,6,https://www.baseball-reference.com/boxes/PHI/PHI201609030.shtml,"Saturday, September 3, 2016",,3:27,"Night Game, on grass",Philadelphia Phillies,2,6,4,Start Time: 7:06 p.m. Local,Citizens Bank Park
30045,Boston Red Sox,0,17,11,https://www.baseball-reference.com/boxes/OAK/OAK201609030.shtml,"Saturday, September 3, 2016",,3:00,"Night Game, on grass",Oakland Athletics,2,5,2,Start Time: 6:07 p.m. Local,Oakland-Alameda County Coliseum
36118,Washington Nationals,0,7,1,https://www.baseball-reference.com/boxes/NYN/NYN201609030.shtml,"Saturday, September 3, 2016",,3:13,"Night Game, on grass",New York Mets,1,6,3,Start Time: 7:11 p.m. Local,Citi Field
22274,Chicago White Sox,1,4,3,https://www.baseball-reference.com/boxes/MIN/MIN201609030.shtml,"Saturday, September 3, 2016",,3:12,"Night Game, on grass",Minnesota Twins,0,12,11,Start Time: 6:11 p.m. Local,Target Field
47590,San Diego Padres,0,4,1,https://www.baseball-reference.com/boxes/LAN/LAN201609030.shtml,"Saturday, September 3, 2016",,2:35,"Night Game, on grass",Los Angeles Dodgers,0,9,5,Start Time: 6:09 p.m. Local,Dodger Stadium
39757,Detroit Tigers,0,9,2,https://www.baseball-reference.com/boxes/KCA/KCA201609030.shtml,"Saturday, September 3, 2016",,3:14,"Night Game, on grass",Kansas City Royals,0,9,5,Start Time: 6:15 p.m. Local,Kauffman Stadium
30280,Arizona Diamondbacks,1,14,9,https://www.baseball-reference.com/boxes/COL/COL201609030.shtml,"Saturday, September 3, 2016",,3:11,"Night Game, on grass",Colorado Rockies,0,10,4,Start Time: 6:10 p.m. Local,Coors Field
27483,Miami Marlins,3,4,3,https://www.baseball-reference.com/boxes/CLE/CLE201609030.shtml,"Saturday, September 3, 2016",,2:38,"Night Game, on grass",Cleveland Indians,0,12,8,Start Time: 7:10 p.m. Local,Progressive Field
31118,St. Louis Cardinals,1,5,1,https://www.baseball-reference.com/boxes/CIN/CIN201609030.shtml,"Saturday, September 3, 2016",,3:10,"Day Game, on grass",Cincinnati Reds,1,12,9,Start Time: 4:10 p.m. Local,Great American Ball Park
41250,San Francisco Giants,1,4,3,https://www.baseball-reference.com/boxes/CHN/CHN201609030.shtml,"Saturday, September 3, 2016",,3:13,"Day Game, on grass",Chicago Cubs,1,7,2,Start Time: 1:22 p.m. Local,Wrigley Field
30855,New York Yankees,1,4,0,https://www.baseball-reference.com/boxes/BAL/BAL201609030.shtml,"Saturday, September 3, 2016",,3:02,"Night Game, on grass",Baltimore Orioles,0,8,2,Start Time: 7:06 p.m. Local,Oriole Park at Camden Yards
35102,Houston Astros,1,7,8,https://www.baseball-reference.com/boxes/TEX/TEX201609020.shtml,"Friday, September 2, 2016",,3:15,"Night Game, on grass",Texas Rangers,1,13,10,Start Time: 7:08 p.m. Local,Globe Life Park in Arlington
40818,San Francisco Giants,0,3,1,https://www.baseball-reference.com/boxes/CHN/CHN201609020.shtml,"Friday, September 2, 2016",,2:37,"Day Game, on grass",Chicago Cubs,0,5,2,Start Time: 1:21 p.m. Local,Wrigley Field
24226,New York Yankees,0,2,0,https://www.baseball-reference.com/boxes/BAL/BAL201609020.shtml,"Friday, September 2, 2016",,2:52,"Night Game, on grass",Baltimore Orioles,0,10,8,Start Time: 7:08 p.m. Local,Oriole Park at Camden Yards
29330,Miami Marlins,1,10,6,https://www.baseball-reference.com/boxes/NYN/NYN201609010.shtml,"Thursday, September 1, 2016",,3:25,"Night Game, on grass",New York Mets,0,9,4,Start Time: 7:10 p.m. Local,Citi Field
20329,Chicago White Sox,0,15,5,https://www.baseball-reference.com/boxes/MIN/MIN201609010.shtml,"Thursday, September 1, 2016",,3:13,"Night Game, on grass",Minnesota Twins,0,9,8,Start Time: 7:10 p.m. Local,Target Field
38536,San Francisco Giants,0,3,4,https://www.baseball-reference.com/boxes/CHN/CHN201609010.shtml,"Thursday, September 1, 2016",,2:54,"Night Game, on grass",Chicago Cubs,1,8,5,Start Time: 7:06 p.m. Local,Wrigley Field
22253,San Diego Padres,0,8,6,https://www.baseball-reference.com/boxes/ATL/ATL201609010.shtml,"Thursday, September 1, 2016",,2:48,"Day Game, on grass",Atlanta Braves,0,11,9,Start Time: 12:11 p.m. Local,Turner Field
21309,Seattle Mariners,0,8,1,https://www.baseball-reference.com/boxes/TEX/TEX201608310.shtml,"Wednesday, August 31, 2016",,3:01,"Day Game, on grass",Texas Rangers,1,12,14,Start Time: 1:08 p.m. Local,Globe Life Park in Arlington
41447,Arizona Diamondbacks,0,9,2,https://www.baseball-reference.com/boxes/SFN/SFN201608310.shtml,"Wednesday, August 31, 2016",,3:33,"Day Game, on grass",San Francisco Giants,0,9,4,Start Time: 12:45 p.m. Local,AT&T Park
16503,Washington Nationals,0,6,2,https://www.baseball-reference.com/boxes/PHI/PHI201608310.shtml,"Wednesday, August 31, 2016",,2:50,"Night Game, on grass",Philadelphia Phillies,1,2,1,Start Time: 7:08 p.m. Local,Citizens Bank Park
33471,Miami Marlins,0,7,2,https://www.baseball-reference.com/boxes/NYN/NYN201608310.shtml,"Wednesday, August 31, 2016",,2:46,"Night Game, on grass",New York Mets,3,9,5,Start Time: 7:10 p.m. Local,Citi Field
17645,St. Louis Cardinals,0,3,1,https://www.baseball-reference.com/boxes/MIL/MIL201608310.shtml,"Wednesday, August 31, 2016",,2:33,"Night Game, on grass",Milwaukee Brewers,1,4,3,Start Time: 7:11 p.m. Local,Miller Park
22615,New York Yankees,1,11,5,https://www.baseball-reference.com/boxes/KCA/KCA201608310.shtml,"Wednesday, August 31, 2016",,4:19,"Night Game, on grass",Kansas City Royals,2,6,4,Start Time: 7:16 p.m. Local,Kauffman Stadium
20033,Oakland Athletics,0,8,3,https://www.baseball-reference.com/boxes/HOU/HOU201608310.shtml,"Wednesday, August 31, 2016",,2:43,"Day Game, on grass",Houston Astros,1,6,4,Start Time: 1:11 p.m. Local,Minute Maid Park
32465,Chicago White Sox,0,4,2,https://www.baseball-reference.com/boxes/DET/DET201608310.shtml,"Wednesday, August 31, 2016",,2:46,"Day Game, on grass",Detroit Tigers,0,9,3,Start Time: 1:10 p.m. Local,Comerica Park
22683,Los Angeles Dodgers,2,10,10,https://www.baseball-reference.com/boxes/COL/COL201608312.shtml,"Wednesday, August 31, 2016",,3:36,"Night Game, on grass",Colorado Rockies,1,12,8,Start Time: 6:10 p.m. Local,Coors Field
24790,Los Angeles Dodgers,0,6,0,https://www.baseball-reference.com/boxes/COL/COL201608311.shtml,"Wednesday, August 31, 2016",,2:55,"Day Game, on grass",Colorado Rockies,0,14,7,Start Time: 1:12 p.m. Local,Coors Field
11811,Minnesota Twins,0,8,4,https://www.baseball-reference.com/boxes/CLE/CLE201608310.shtml,"Wednesday, August 31, 2016",,2:45,"Night Game, on grass",Cleveland Indians,0,12,8,Start Time: 7:11 p.m. Local,Progressive Field
38137,Pittsburgh Pirates,0,9,5,https://www.baseball-reference.com/boxes/CHN/CHN201608310.shtml,"Wednesday, August 31, 2016",,3:48,"Night Game, on grass",Chicago Cubs,2,8,6,Start Time: 7:09 p.m. Local,Wrigley Field
36786,Tampa Bay Rays,0,12,6,https://www.baseball-reference.com/boxes/BOS/BOS201608310.shtml,"Wednesday, August 31, 2016",,3:10,"Day Game, on grass",Boston Red Sox,0,12,8,Start Time: 1:36 p.m. Local,Fenway Park
16161,Toronto Blue Jays,1,9,5,https://www.baseball-reference.com/boxes/BAL/BAL201608310.shtml,"Wednesday, August 31, 2016",,3:12,"Night Game, on grass",Baltimore Orioles,0,8,3,Start Time: 7:08 p.m. Local,Oriole Park at Camden Yards
20899,San Diego Padres,1,5,1,https://www.baseball-reference.com/boxes/ATL/ATL201608310.shtml,"Wednesday, August 31, 2016",,3:22,"Night Game, on grass",Atlanta Braves,0,12,8,Start Time: 7:11 p.m. Local,Turner Field
34215,Cincinnati Reds,0,4,0,https://www.baseball-reference.com/boxes/ANA/ANA201608310.shtml,"Wednesday, August 31, 2016",,2:10,"Day Game, on grass",Los Angeles Angels of Anaheim,2,7,3,Start Time: 4:08 p.m. Local,Angel Stadium of Anaheim
26950,Seattle Mariners,3,11,7,https://www.baseball-reference.com/boxes/TEX/TEX201608300.shtml,"Tuesday, August 30, 2016",,3:23,"Night Game, on grass",Texas Rangers,1,15,8,Start Time: 7:08 p.m. Local,Globe Life Park in Arlington
41443,Arizona Diamondbacks,1,7,4,https://www.baseball-reference.com/boxes/SFN/SFN201608300.shtml,"Tuesday, August 30, 2016",,3:18,"Night Game, on grass",San Francisco Giants,0,8,3,Start Time: 7:16 p.m. Local,AT&T Park
16378,Washington Nationals,0,7,3,https://www.baseball-reference.com/boxes/PHI/PHI201608300.shtml,"Tuesday, August 30, 2016",,2:42,"Night Game, on grass",Philadelphia Phillies,0,3,2,Start Time: 7:07 p.m. Local,Citizens Bank Park
32634,Miami Marlins,0,9,4,https://www.baseball-reference.com/boxes/NYN/NYN201608300.shtml,"Tuesday, August 30, 2016",,3:04,"Night Game, on grass",New York Mets,0,13,7,Start Time: 7:11 p.m. Local,Citi Field
22918,St. Louis Cardinals,0,7,2,https://www.baseball-reference.com/boxes/MIL/MIL201608300.shtml,"Tuesday, August 30, 2016",,3:08,"Night Game, on grass",Milwaukee Brewers,0,5,1,Start Time: 7:11 p.m. Local,Miller Park
22895,New York Yankees,2,14,5,https://www.baseball-reference.com/boxes/KCA/KCA201608300.shtml,"Tuesday, August 30, 2016",,4:07,"Night Game, on grass",Kansas City Royals,0,7,4,Start Time: 7:16 p.m. Local,Kauffman Stadium
23114,Oakland Athletics,1,5,1,https://www.baseball-reference.com/boxes/HOU/HOU201608300.shtml,"Tuesday, August 30, 2016",,2:28,"Night Game, on grass",Houston Astros,1,5,3,Start Time: 7:11 p.m. Local,Minute Maid Park
27121,Chicago White Sox,2,9,4,https://www.baseball-reference.com/boxes/DET/DET201608300.shtml,"Tuesday, August 30, 2016",,3:13,"Night Game, on grass",Detroit Tigers,0,11,8,Start Time: 7:10 p.m. Local,Comerica Park
11937,Minnesota Twins,0,10,4,https://www.baseball-reference.com/boxes/CLE/CLE201608300.shtml,"Tuesday, August 30, 2016",,3:10,"Night Game, on grass",Cleveland Indians,1,9,5,Start Time: 7:10 p.m. Local,Progressive Field
38174,Pittsburgh Pirates,0,4,0,https://www.baseball-reference.com/boxes/CHN/CHN201608300.shtml,"Tuesday, August 30, 2016",,2:36,"Night Game, on grass",Chicago Cubs,0,5,3,Start Time: 7:06 p.m. Local,Wrigley Field
37083,Tampa Bay Rays,0,8,4,https://www.baseball-reference.com/boxes/BOS/BOS201608300.shtml,"Tuesday, August 30, 2016",,3:11,"Night Game, on grass",Boston Red Sox,0,6,3,Start Time: 7:11 p.m. Local,Fenway Park
16083,Toronto Blue Jays,0,7,3,https://www.baseball-reference.com/boxes/BAL/BAL201608300.shtml,"Tuesday, August 30, 2016",,2:34,"Night Game, on grass",Baltimore Orioles,1,7,5,Start Time: 7:07 p.m. Local,Oriole Park at Camden Yards
20309,San Diego Padres,0,7,3,https://www.baseball-reference.com/boxes/ATL/ATL201608300.shtml,"Tuesday, August 30, 2016",,2:55,"Night Game, on grass",Atlanta Braves,0,12,7,Start Time: 7:12 p.m. Local,Turner Field
33042,Cincinnati Reds,0,11,2,https://www.baseball-reference.com/boxes/ANA/ANA201608300.shtml,"Tuesday, August 30, 2016",,2:56,"Night Game, on grass",Los Angeles Angels of Anaheim,0,10,4,Start Time: 7:08 p.m. Local,Angel Stadium of Anaheim
22972,Seattle Mariners,1,7,3,https://www.baseball-reference.com/boxes/TEX/TEX201608290.shtml,"Monday, August 29, 2016",,3:18,"Night Game, on grass",Texas Rangers,0,8,6,Start Time: 7:09 p.m. Local,Globe Life Park in Arlington
16056,Washington Nationals,0,9,4,https://www.baseball-reference.com/boxes/PHI/PHI201608290.shtml,"Monday, August 29, 2016",,2:58,"Night Game, on grass",Philadelphia Phillies,1,4,0,Start Time: 7:06 p.m. Local,Citizens Bank Park
32188,Miami Marlins,0,5,1,https://www.baseball-reference.com/boxes/NYN/NYN201608290.shtml,"Monday, August 29, 2016",,3:30,"Night Game, on grass",New York Mets,0,7,2,Start Time: 7:12 p.m. Local,Citi Field
18663,St. Louis Cardinals,1,11,6,https://www.baseball-reference.com/boxes/MIL/MIL201608290.shtml,"Monday, August 29, 2016",,3:24,"Night Game, on grass",Milwaukee Brewers,2,8,5,Start Time: 6:20 p.m. Local,Miller Park
22859,New York Yankees,0,9,5,https://www.baseball-reference.com/boxes/KCA/KCA201608290.shtml,"Monday, August 29, 2016",,3:17,"Night Game, on grass",Kansas City Royals,1,11,8,Start Time: 7:17 p.m. Local,Kauffman Stadium
18613,Oakland Athletics,2,4,0,https://www.baseball-reference.com/boxes/HOU/HOU201608290.shtml,"Monday, August 29, 2016",,2:45,"Night Game, on grass",Houston Astros,0,8,6,Start Time: 7:11 p.m. Local,Minute Maid Park
27201,Chicago White Sox,1,9,3,https://www.baseball-reference.com/boxes/DET/DET201608290.shtml,"Monday, August 29, 2016",,3:20,"Night Game, on grass",Detroit Tigers,0,7,4,Start Time: 7:10 p.m. Local,Comerica Park
24308,Los Angeles Dodgers,0,5,1,https://www.baseball-reference.com/boxes/COL/COL201608290.shtml,"Monday, August 29, 2016",,3:36,"Night Game, on grass",Colorado Rockies,1,12,8,Start Time: 6:41 p.m. Local,Coors Field
11327,Minnesota Twins,1,9,0,https://www.baseball-reference.com/boxes/CLE/CLE201608290.shtml,"Monday, August 29, 2016",,3:19,"Night Game, on grass",Cleveland Indians,0,8,1,Start Time: 7:10 p.m. Local,Progressive Field
38951,Pittsburgh Pirates,1,13,7,https://www.baseball-reference.com/boxes/CHN/CHN201608290.shtml,"Monday, August 29, 2016",,5:03,"Night Game, on grass",Chicago Cubs,2,17,8,Start Time: 7:07 p.m. Local,Wrigley Field
36948,Tampa Bay Rays,0,9,4,https://www.baseball-reference.com/boxes/BOS/BOS201608290.shtml,"Monday, August 29, 2016",,3:11,"Night Game, on grass",Boston Red Sox,0,14,9,Start Time: 7:10 p.m. Local,Fenway Park
15532,Toronto Blue Jays,0,7,5,https://www.baseball-reference.com/boxes/BAL/BAL201608290.shtml,"Monday, August 29, 2016",,2:35,"Night Game, on grass",Baltimore Orioles,0,4,1,Start Time: 7:07 p.m. Local,Oriole Park at Camden Yards
34161,Cincinnati Reds,0,8,2,https://www.baseball-reference.com/boxes/ANA/ANA201608290.shtml,"Monday, August 29, 2016",,2:51,"Night Game, on grass",Los Angeles Angels of Anaheim,0,14,9,Start Time: 7:08 p.m. Local,Angel Stadium of Anaheim
28124,Colorado Rockies,1,10,5,https://www.baseball-reference.com/boxes/WAS/WAS201608280.shtml,"Sunday, August 28, 2016",,2:52,"Day Game, on grass",Washington Nationals,0,6,3,Start Time: 1:36 p.m. Local,Nationals Park
47444,Minnesota Twins,1,10,6,https://www.baseball-reference.com/boxes/TOR/TOR201608280.shtml,"Sunday, August 28, 2016",,3:00,"Day Game, on turf",Toronto Blue Jays,1,13,9,Start Time: 1:08 p.m. Local,Rogers Centre
35225,Cleveland Indians,1,6,1,https://www.baseball-reference.com/boxes/TEX/TEX201608280.shtml,"Sunday, August 28, 2016",,2:43,"Day Game, on grass",Texas Rangers,0,5,2,Start Time: 2:07 p.m. Local,Globe Life Park in Arlington
42239,Oakland Athletics,0,9,7,https://www.baseball-reference.com/boxes/SLN/SLN201608280.shtml,"Sunday, August 28, 2016",,2:43,"Day Game, on grass",St. Louis Cardinals,2,8,4,Start Time: 1:15 p.m. Local,Busch Stadium III
41675,Atlanta Braves,0,6,4,https://www.baseball-reference.com/boxes/SFN/SFN201608280.shtml,"Sunday, August 28, 2016",,3:13,"Day Game, on grass",San Francisco Giants,0,18,13,Start Time: 1:05 p.m. Local,AT&T Park
32033,Philadelphia Phillies,1,8,5,https://www.baseball-reference.com/boxes/NYN/NYN201608280.shtml,"Sunday, August 28, 2016",,3:08,"Day Game, on grass",New York Mets,0,7,1,Start Time: 1:11 p.m. Local,Citi Field
37583,Pittsburgh Pirates,0,7,3,https://www.baseball-reference.com/boxes/MIL/MIL201608280.shtml,"Sunday, August 28, 2016",,2:39,"Day Game, on grass",Milwaukee Brewers,0,5,1,Start Time: 1:10 p.m. Local,Miller Park
19883,San Diego Padres,0,8,3,https://www.baseball-reference.com/boxes/MIA/MIA201608280.shtml,"Sunday, August 28, 2016",,2:36,"Day Game, on grass",Miami Marlins,0,6,1,Start Time: 1:11 p.m. Local,Marlins Park
44745,Chicago Cubs,2,4,0,https://www.baseball-reference.com/boxes/LAN/LAN201608280.shtml,"Sunday, August 28, 2016",,3:08,"Day Game, on grass",Los Angeles Dodgers,0,4,1,Start Time: 1:10 p.m. Local,Dodger Stadium
37484,Tampa Bay Rays,1,15,10,https://www.baseball-reference.com/boxes/HOU/HOU201608280.shtml,"Sunday, August 28, 2016",,3:14,"Day Game, on grass",Houston Astros,2,7,4,Start Time: 1:11 p.m. Local,Minute Maid Park
28220,Los Angeles Angels of Anaheim,0,11,5,https://www.baseball-reference.com/boxes/DET/DET201608280.shtml,"Sunday, August 28, 2016",,3:09,"Day Game, on grass",Detroit Tigers,0,4,0,Start Time: 1:10 p.m. Local,Comerica Park
25538,Seattle Mariners,0,7,1,https://www.baseball-reference.com/boxes/CHA/CHA201608280.shtml,"Sunday, August 28, 2016",,2:30,"Day Game, on grass",Chicago White Sox,0,5,4,Start Time: 1:11 p.m. Local,U.S. Cellular Field
37337,Kansas City Royals,1,10,10,https://www.baseball-reference.com/boxes/BOS/BOS201608280.shtml,"Sunday, August 28, 2016",,3:25,"Night Game, on grass",Boston Red Sox,1,9,4,Start Time: 8:09 p.m. Local,Fenway Park
22624,Cincinnati Reds,1,5,2,https://www.baseball-reference.com/boxes/ARI/ARI201608280.shtml,"Sunday, August 28, 2016",,2:57,"Day Game, on grass",Arizona Diamondbacks,0,18,11,Start Time: 1:11 p.m. Local,Chase Field
27901,Colorado Rockies,0,16,9,https://www.baseball-reference.com/boxes/WAS/WAS201608270.shtml,"Saturday, August 27, 2016",,4:49,"Day Game, on grass",Washington Nationals,2,12,4,Start Time: 1:05 p.m. Local,Nationals Park
47485,Minnesota Twins,1,11,7,https://www.baseball-reference.com/boxes/TOR/TOR201608270.shtml,"Saturday, August 27, 2016",,3:06,"Day Game, on turf",Toronto Blue Jays,0,10,8,Start Time: 1:08 p.m. Local,Rogers Centre
44944,Cleveland Indians,1,7,0,https://www.baseball-reference.com/boxes/TEX/TEX201608270.shtml,"Saturday, August 27, 2016",,2:57,"Night Game, on grass",Texas Rangers,1,10,7,Start Time: 7:07 p.m. Local,Globe Life Park in Arlington
41607,Oakland Athletics,1,4,3,https://www.baseball-reference.com/boxes/SLN/SLN201608270.shtml,"Saturday, August 27, 2016",,2:52,"Night Game, on grass",St. Louis Cardinals,0,6,2,Start Time: 6:15 p.m. Local,Busch Stadium III
41635,Atlanta Braves,0,7,3,https://www.baseball-reference.com/boxes/SFN/SFN201608270.shtml,"Saturday, August 27, 2016",,2:34,"Night Game, on grass",San Francisco Giants,0,5,1,Start Time: 6:05 p.m. Local,AT&T Park
35832,Philadelphia Phillies,0,3,1,https://www.baseball-reference.com/boxes/NYN/NYN201608270.shtml,"Saturday, August 27, 2016",,3:07,"Night Game, on grass",New York Mets,0,13,12,Start Time: 7:11 p.m. Local,Citi Field
38843,Baltimore Orioles,0,12,5,https://www.baseball-reference.com/boxes/NYA/NYA201608270.shtml,"Saturday, August 27, 2016",,3:29,"Day Game, on grass",New York Yankees,0,18,13,Start Time: 1:08 p.m. Local,Yankee Stadium III
35925,Pittsburgh Pirates,0,12,9,https://www.baseball-reference.com/boxes/MIL/MIL201608270.shtml,"Saturday, August 27, 2016",,3:21,"Night Game, on grass",Milwaukee Brewers,1,11,6,Start Time: 6:10 p.m. Local,Miller Park
20007,San Diego Padres,0,7,1,https://www.baseball-reference.com/boxes/MIA/MIA201608270.shtml,"Saturday, August 27, 2016",,3:11,"Night Game, on grass",Miami Marlins,1,9,0,Start Time: 7:12 p.m. Local,Marlins Park
49522,Chicago Cubs,0,8,2,https://www.baseball-reference.com/boxes/LAN/LAN201608270.shtml,"Saturday, August 27, 2016",,3:08,"Day Game, on grass",Los Angeles Dodgers,1,6,3,Start Time: 1:07 p.m. Local,Dodger Stadium
36544,Tampa Bay Rays,1,9,2,https://www.baseball-reference.com/boxes/HOU/HOU201608270.shtml,"Saturday, August 27, 2016",,2:58,"Night Game, on grass",Houston Astros,2,12,6,Start Time: 6:11 p.m. Local,Minute Maid Park
33115,Los Angeles Angels of Anaheim,0,8,3,https://www.baseball-reference.com/boxes/DET/DET201608270.shtml,"Saturday, August 27, 2016",,3:17,"Night Game, on grass",Detroit Tigers,0,8,2,Start Time: 7:10 p.m. Local,Comerica Park
27318,Seattle Mariners,0,7,3,https://www.baseball-reference.com/boxes/CHA/CHA201608270.shtml,"Saturday, August 27, 2016",,2:51,"Night Game, on grass",Chicago White Sox,0,15,9,Start Time: 6:11 p.m. Local,U.S. Cellular Field
37933,Kansas City Royals,1,6,3,https://www.baseball-reference.com/boxes/BOS/BOS201608270.shtml,"Saturday, August 27, 2016",,3:03,"Night Game, on grass",Boston Red Sox,0,12,8,Start Time: 7:10 p.m. Local,Fenway Park
34395,Cincinnati Reds,0,16,13,https://www.baseball-reference.com/boxes/ARI/ARI201608270.shtml,"Saturday, August 27, 2016",,2:32,"Night Game, on grass",Arizona Diamondbacks,1,4,0,Start Time: 5:10 p.m. Local,Chase Field
33433,Colorado Rockies,3,6,5,https://www.baseball-reference.com/boxes/WAS/WAS201608260.shtml,"Friday, August 26, 2016",,3:04,"Night Game, on grass",Washington Nationals,0,10,8,Start Time: 7:07 p.m. Local,Nationals Park
42534,Minnesota Twins,2,9,8,https://www.baseball-reference.com/boxes/TOR/TOR201608260.shtml,"Friday, August 26, 2016",,3:11,"Night Game, on turf",Toronto Blue Jays,1,15,15,Start Time: 7:08 p.m. Local,Rogers Centre
31853,Cleveland Indians,0,17,12,https://www.baseball-reference.com/boxes/TEX/TEX201608260.shtml,"Friday, August 26, 2016",,3:17,"Night Game, on grass",Texas Rangers,0,6,1,Start Time: 7:07 p.m. Local,Globe Life Park in Arlington
40221,Oakland Athletics,0,5,1,https://www.baseball-reference.com/boxes/SLN/SLN201608260.shtml,"Friday, August 26, 2016",,2:26,"Night Game, on grass",St. Louis Cardinals,0,6,3,Start Time: 7:16 p.m. Local,Busch Stadium III
